timestamp,open,high,low,close,volume
2025-07-09 18:10:00+03:00,109028.02,109052.72,108821.75,108829.09,88.90623
2025-07-09 18:15:00+03:00,108829.1,108973.98,108829.1,108973.98,30.82587
2025-07-09 18:20:00+03:00,108973.98,109031.56,108973.97,109014.63,69.8494
2025-07-09 18:25:00+03:00,109014.64,109067.09,108974.03,108993.0,59.99886
2025-07-09 18:30:00+03:00,108993.0,109044.55,108935.57,108969.14,69.84233
2025-07-09 18:35:00+03:00,108969.15,109014.63,108816.52,108849.76,40.39533
2025-07-09 18:40:00+03:00,108849.76,108888.15,108833.82,108875.99,35.27535
2025-07-09 18:45:00+03:00,108875.99,109000.48,108875.99,108982.2,29.94355
2025-07-09 18:50:00+03:00,108982.2,109076.19,108982.2,109047.77,40.03486
2025-07-09 18:55:00+03:00,109047.77,109116.26,109041.0,109071.32,20.28881
2025-07-09 19:00:00+03:00,109071.32,109138.65,109071.32,109085.28,25.01295
2025-07-09 19:05:00+03:00,109085.28,109098.16,109047.49,109098.15,38.63205
2025-07-09 19:10:00+03:00,109098.16,109205.64,109089.98,109139.41,31.66007
2025-07-09 19:15:00+03:00,109139.41,109244.71,109104.69,109216.0,21.70224
2025-07-09 19:20:00+03:00,109215.99,109278.41,109134.0,109159.98,25.48001
2025-07-09 19:25:00+03:00,109159.99,109240.0,109122.34,109203.85,16.43416
2025-07-09 19:30:00+03:00,109203.84,109341.74,109203.84,109312.89,24.46455
2025-07-09 19:35:00+03:00,109312.88,109350.0,109269.66,109269.66,19.77541
2025-07-09 19:40:00+03:00,109269.66,109314.21,109254.46,109314.2,28.84838
2025-07-09 19:45:00+03:00,109314.2,109400.0,109300.0,109399.99,50.13622
2025-07-09 19:50:00+03:00,109400.0,109475.29,109399.99,109415.01,33.43374
2025-07-09 19:55:00+03:00,109415.0,109415.01,109367.36,109408.71,22.69371
2025-07-09 20:00:00+03:00,109408.72,109408.72,109254.52,109268.99,42.30417
2025-07-09 20:05:00+03:00,109268.99,109447.82,109268.99,109416.61,24.62586
2025-07-09 20:10:00+03:00,109416.62,109416.62,109264.0,109267.87,21.69574
2025-07-09 20:15:00+03:00,109267.87,109267.87,109211.8,109237.66,19.47601
2025-07-09 20:20:00+03:00,109237.67,109243.38,109052.74,109218.99,47.77946
2025-07-09 20:25:00+03:00,109219.0,109224.4,109123.69,109123.7,13.79077
2025-07-09 20:30:00+03:00,109123.7,109150.61,109047.49,109058.8,28.58024
2025-07-09 20:35:00+03:00,109058.81,109145.99,109058.8,109145.99,18.66721
2025-07-09 20:40:00+03:00,109145.98,109213.0,109133.3,109154.8,14.15204
2025-07-09 20:45:00+03:00,109154.8,109154.81,109093.54,109110.0,12.78325
2025-07-09 20:50:00+03:00,109109.99,109186.34,109104.99,109125.1,45.18794
2025-07-09 20:55:00+03:00,109125.09,109191.57,109125.09,109168.0,12.22649
2025-07-09 21:00:00+03:00,109168.01,109195.83,109137.42,109195.83,20.24343
2025-07-09 21:05:00+03:00,109195.82,109494.74,109148.44,109450.72,115.42945
2025-07-09 21:10:00+03:00,109450.72,109548.6,109439.29,109469.99,140.91816
2025-07-09 21:15:00+03:00,109470.0,109510.96,109385.73,109453.0,36.04477
2025-07-09 21:20:00+03:00,109453.0,109579.98,109419.06,109558.61,47.21825
2025-07-09 21:25:00+03:00,109558.61,109559.0,109511.0,109550.0,24.60574
2025-07-09 21:30:00+03:00,109549.99,109550.0,109468.6,109468.6,32.48167
2025-07-09 21:35:00+03:00,109468.6,109540.0,109464.0,109483.43,23.28827
2025-07-09 21:40:00+03:00,109483.43,109483.43,109376.0,109393.05,26.83651
2025-07-09 21:45:00+03:00,109393.05,109495.84,109381.32,109485.23,34.32821
2025-07-09 21:50:00+03:00,109485.23,109500.01,109464.41,109500.01,31.23003
2025-07-09 21:55:00+03:00,109500.01,109545.44,109493.4,109536.49,26.87011
2025-07-09 22:00:00+03:00,109536.5,109580.19,109530.0,109558.83,51.71085
2025-07-09 22:05:00+03:00,109558.83,109571.25,109500.0,109532.0,23.05488
2025-07-09 22:10:00+03:00,109532.0,109656.59,109532.0,109656.59,40.55092
2025-07-09 22:15:00+03:00,109656.59,109975.0,109656.59,109955.38,218.51126
2025-07-09 22:20:00+03:00,109955.39,110220.53,109923.74,110200.39,693.23322
2025-07-09 22:25:00+03:00,110200.39,110350.0,110148.05,110346.01,228.30755
2025-07-09 22:30:00+03:00,110346.02,110431.35,110245.66,110412.99,286.56757
2025-07-09 22:35:00+03:00,110412.99,110990.0,110370.71,110927.04,1050.89565
2025-07-09 22:40:00+03:00,110927.04,111400.0,110923.34,111390.91,1072.09489
2025-07-09 22:45:00+03:00,111390.91,111644.8,111214.52,111543.33,465.18147
2025-07-09 22:50:00+03:00,111543.33,111888.99,111540.0,111888.97,454.5053
2025-07-09 22:55:00+03:00,111888.98,111999.79,111560.69,111750.0,554.92372
2025-07-09 23:00:00+03:00,111749.99,111952.33,111555.0,111584.0,305.17666
2025-07-09 23:05:00+03:00,111583.99,111660.32,111167.34,111184.0,324.35911
2025-07-09 23:10:00+03:00,111183.99,111390.85,111137.19,111350.85,174.02838
2025-07-09 23:15:00+03:00,111350.86,111367.68,111226.37,111269.41,101.49866
2025-07-09 23:20:00+03:00,111269.4,111269.4,111065.91,111088.99,84.28133
2025-07-09 23:25:00+03:00,111088.99,111089.0,110934.25,111005.87,136.47947
2025-07-09 23:30:00+03:00,111005.87,111005.87,110799.18,110969.37,139.57598
2025-07-09 23:35:00+03:00,110969.37,111101.11,110829.89,110911.81,147.99288
2025-07-09 23:40:00+03:00,110911.82,111000.0,110867.86,110999.99,57.21035
2025-07-09 23:45:00+03:00,110999.99,111000.0,110777.0,110815.63,58.94638
2025-07-09 23:50:00+03:00,110815.64,110838.02,110600.52,110620.0,74.58146
2025-07-09 23:55:00+03:00,110620.0,110750.79,110559.4,110714.97,73.56232
2025-07-10 00:00:00+03:00,110714.97,111095.26,110682.39,111082.32,119.3196
2025-07-10 00:05:00+03:00,111082.33,111176.47,110994.0,111081.87,116.68848
2025-07-10 00:10:00+03:00,111081.86,111081.87,110996.91,111040.99,76.00032
2025-07-10 00:15:00+03:00,111040.99,111148.53,111008.63,111095.1,49.63606
2025-07-10 00:20:00+03:00,111095.1,111280.0,111095.1,111229.57,47.01879
2025-07-10 00:25:00+03:00,111229.57,111254.99,111130.26,111220.87,57.89304
2025-07-10 00:30:00+03:00,111220.87,111220.88,111007.91,111007.91,57.14804
2025-07-10 00:35:00+03:00,111007.92,111013.62,110884.16,110944.01,37.23648
2025-07-10 00:40:00+03:00,110944.0,111067.48,110903.99,111061.37,30.99278
2025-07-10 00:45:00+03:00,111061.36,111143.79,111015.07,111015.07,36.82078
2025-07-10 00:50:00+03:00,111015.08,111015.08,110914.71,110960.74,34.10876
2025-07-10 00:55:00+03:00,110960.73,110960.74,110818.36,110818.36,26.45916
2025-07-10 01:00:00+03:00,110818.36,111065.39,110818.36,111006.0,62.81793
2025-07-10 01:05:00+03:00,111006.01,111155.28,111006.0,111155.28,51.76367
2025-07-10 01:10:00+03:00,111155.27,111300.0,111155.27,111295.98,75.96569
2025-07-10 01:15:00+03:00,111295.99,111336.56,111252.14,111325.01,42.45406
2025-07-10 01:20:00+03:00,111325.0,111325.01,111145.93,111181.02,40.50165
2025-07-10 01:25:00+03:00,111181.02,111192.31,111084.54,111084.55,39.43133
2025-07-10 01:30:00+03:00,111084.54,111178.06,111084.54,111130.02,41.77452
2025-07-10 01:35:00+03:00,111130.02,111199.38,111094.58,111188.99,24.76948
2025-07-10 01:40:00+03:00,111189.0,111325.38,111189.0,111306.6,65.1694
2025-07-10 01:45:00+03:00,111306.6,111403.85,111295.41,111399.99,67.80572
2025-07-10 01:50:00+03:00,111399.99,111400.0,111311.99,111323.13,38.61557
2025-07-10 01:55:00+03:00,111323.89,111400.0,111297.68,111382.17,31.34281
2025-07-10 02:00:00+03:00,111382.17,111384.32,111277.36,111277.37,45.52092
2025-07-10 02:05:00+03:00,111277.37,111455.45,111255.65,111388.03,41.21538
2025-07-10 02:10:00+03:00,111388.02,111440.66,111343.39,111343.4,33.94239
2025-07-10 02:15:00+03:00,111343.39,111450.0,111339.72,111449.99,23.51154
2025-07-10 02:20:00+03:00,111450.0,111498.39,111439.42,111486.13,73.86367
2025-07-10 02:25:00+03:00,111486.13,111521.0,111404.19,111404.2,111.95748
2025-07-10 02:30:00+03:00,111404.2,111514.03,111404.2,111445.09,47.13011
2025-07-10 02:35:00+03:00,111445.1,111445.1,111361.53,111411.82,64.64036
2025-07-10 02:40:00+03:00,111411.82,111440.0,111350.41,111364.0,31.13639
2025-07-10 02:45:00+03:00,111364.0,111417.0,111294.72,111323.76,38.13362
2025-07-10 02:50:00+03:00,111323.76,111323.77,111237.52,111279.83,75.84435
2025-07-10 02:55:00+03:00,111279.83,111316.76,111229.92,111233.99,26.59976
2025-07-10 03:00:00+03:00,111234.0,111303.7,111203.91,111277.48,45.18865
2025-07-10 03:05:00+03:00,111277.48,111302.14,111262.41,111264.0,20.98826
2025-07-10 03:10:00+03:00,111264.0,111319.24,111236.14,111275.05,32.88847
2025-07-10 03:15:00+03:00,111275.04,111300.09,111224.54,111264.97,41.58301
2025-07-10 03:20:00+03:00,111264.97,111265.1,111167.2,111217.43,39.73499
2025-07-10 03:25:00+03:00,111217.43,111220.0,111147.33,111147.33,22.29828
2025-07-10 03:30:00+03:00,111147.33,111206.53,111111.0,111111.0,26.34343
2025-07-10 03:35:00+03:00,111111.0,111111.01,111038.76,111038.76,38.44947
2025-07-10 03:40:00+03:00,111038.77,111038.77,111005.0,111018.52,27.85588
2025-07-10 03:45:00+03:00,111018.52,111086.97,111018.51,111058.0,30.39531
2025-07-10 03:50:00+03:00,111058.0,111058.0,111001.0,111001.01,24.98798
2025-07-10 03:55:00+03:00,111001.0,111001.01,110916.66,110916.66,51.64792
2025-07-10 04:00:00+03:00,110916.66,110957.11,110880.0,110948.68,30.28343
2025-07-10 04:05:00+03:00,110948.68,110963.11,110922.78,110923.67,26.5355
2025-07-10 04:10:00+03:00,110923.66,111000.0,110900.0,111000.0,23.49772
2025-07-10 04:15:00+03:00,111000.0,111087.86,110999.99,111087.86,41.22403
2025-07-10 04:20:00+03:00,111087.86,111163.18,111054.24,111063.99,20.96211
2025-07-10 04:25:00+03:00,111063.99,111120.0,111063.99,111096.04,24.90161
2025-07-10 04:30:00+03:00,111096.04,111177.7,111096.04,111156.34,27.90981
2025-07-10 04:35:00+03:00,111156.35,111200.0,111156.34,111199.99,22.56722
2025-07-10 04:40:00+03:00,111199.99,111210.52,111175.64,111185.95,38.6877
2025-07-10 04:45:00+03:00,111185.95,111185.96,111152.54,111177.19,26.30769
2025-07-10 04:50:00+03:00,111177.19,111356.0,111177.19,111324.83,158.70401
2025-07-10 04:55:00+03:00,111324.84,111324.84,111183.81,111189.71,32.70112
2025-07-10 05:00:00+03:00,111189.7,111323.85,111189.7,111281.96,36.18516
2025-07-10 05:05:00+03:00,111281.96,111315.36,111226.87,111309.02,25.60269
2025-07-10 05:10:00+03:00,111309.02,111413.98,111273.22,111373.23,44.65222
2025-07-10 05:15:00+03:00,111373.23,111430.41,111373.22,111392.57,31.74407
2025-07-10 05:20:00+03:00,111392.57,111450.0,111376.37,111438.63,72.41474
2025-07-10 05:25:00+03:00,111438.63,111581.0,111295.96,111295.97,147.55723
2025-07-10 05:30:00+03:00,111295.97,111371.54,111240.0,111240.0,37.25631
2025-07-10 05:35:00+03:00,111240.0,111276.19,111200.0,111200.0,19.20592
2025-07-10 05:40:00+03:00,111200.0,111200.01,111155.37,111179.99,17.47663
2025-07-10 05:45:00+03:00,111180.0,111251.09,111150.0,111233.33,32.1721
2025-07-10 05:50:00+03:00,111233.33,111250.06,111170.0,111170.0,14.57036
2025-07-10 05:55:00+03:00,111170.0,111213.92,111170.0,111213.91,14.52158
2025-07-10 06:00:00+03:00,111213.91,111221.14,111200.0,111200.0,10.62699
2025-07-10 06:05:00+03:00,111200.0,111207.97,111187.0,111192.3,13.21485
2025-07-10 06:10:00+03:00,111192.3,111192.31,111131.29,111131.3,54.25875
2025-07-10 06:15:00+03:00,111131.3,111217.07,111131.29,111162.15,42.38339
2025-07-10 06:20:00+03:00,111162.16,111162.16,111076.09,111090.01,42.0166
2025-07-10 06:25:00+03:00,111090.01,111090.01,111054.27,111054.27,15.7764
2025-07-10 06:30:00+03:00,111054.28,111070.0,111000.03,111017.31,28.71681
2025-07-10 06:35:00+03:00,111017.31,111048.56,111017.31,111048.36,12.24148
2025-07-10 06:40:00+03:00,111048.36,111048.37,110986.33,111014.13,45.20556
2025-07-10 06:45:00+03:00,111014.12,111046.8,111013.99,111046.21,21.7826
2025-07-10 06:50:00+03:00,111046.21,111068.3,111043.7,111068.29,18.02466
2025-07-10 06:55:00+03:00,111068.29,111085.48,111068.29,111074.51,13.48396
2025-07-10 07:00:00+03:00,111074.52,111074.52,111011.03,111011.04,16.07937
2025-07-10 07:05:00+03:00,111011.04,111011.04,110962.62,110962.62,15.25127
2025-07-10 07:10:00+03:00,110962.63,110962.63,110953.22,110953.23,8.40639
2025-07-10 07:15:00+03:00,110953.22,110984.36,110951.59,110984.36,29.86254
2025-07-10 07:20:00+03:00,110984.35,111020.24,110984.35,111020.24,10.43861
2025-07-10 07:25:00+03:00,111020.24,111065.39,111020.23,111055.3,13.83454
2025-07-10 07:30:00+03:00,111055.29,111099.99,111055.29,111099.1,23.42741
2025-07-10 07:35:00+03:00,111099.11,111131.99,111094.81,111094.81,23.39748
2025-07-10 07:40:00+03:00,111094.82,111148.53,111084.21,111148.52,26.18989
2025-07-10 07:45:00+03:00,111148.53,111185.77,111148.52,111164.34,34.14865
2025-07-10 07:50:00+03:00,111164.34,111164.57,111115.22,111115.22,21.60493
2025-07-10 07:55:00+03:00,111115.23,111150.01,111065.38,111150.0,69.49275
2025-07-10 08:00:00+03:00,111150.0,111164.35,111049.99,111068.47,171.70015
2025-07-10 08:05:00+03:00,111068.48,111068.48,110955.51,110980.0,26.11045
2025-07-10 08:10:00+03:00,110980.0,110992.29,110980.0,110986.91,13.62958
2025-07-10 08:15:00+03:00,110986.91,110986.92,110898.0,110971.0,76.96486
2025-07-10 08:20:00+03:00,110971.0,110971.01,110940.26,110940.26,19.12858
2025-07-10 08:25:00+03:00,110940.26,111000.0,110940.26,110993.61,31.5052
2025-07-10 08:30:00+03:00,110993.62,110993.62,110950.7,110950.7,21.54191
2025-07-10 08:35:00+03:00,110950.7,110950.71,110950.7,110950.71,3.87453
2025-07-10 08:40:00+03:00,110950.7,110950.71,110950.7,110950.71,3.81768
2025-07-10 08:45:00+03:00,110950.7,110950.71,110944.0,110949.4,26.05196
2025-07-10 08:50:00+03:00,110949.4,111054.73,110949.4,111042.38,35.62267
2025-07-10 08:55:00+03:00,111042.37,111160.67,111042.37,111086.14,47.25371
2025-07-10 09:00:00+03:00,111086.14,111164.34,111086.14,111157.01,41.12605
2025-07-10 09:05:00+03:00,111157.0,111157.01,111091.0,111095.28,16.33165
2025-07-10 09:10:00+03:00,111095.28,111185.18,111095.27,111142.0,36.59773
2025-07-10 09:15:00+03:00,111142.01,111157.45,111142.0,111153.32,19.94221
2025-07-10 09:20:00+03:00,111153.33,111306.49,111133.69,111254.95,65.57429
2025-07-10 09:25:00+03:00,111254.95,111295.37,111254.94,111278.66,27.93868
2025-07-10 09:30:00+03:00,111278.66,111286.26,111252.03,111254.76,33.45318
2025-07-10 09:35:00+03:00,111254.76,111298.08,111159.2,111159.2,38.51535
2025-07-10 09:40:00+03:00,111159.2,111174.57,111141.92,111141.93,24.00144
2025-07-10 09:45:00+03:00,111141.93,111214.55,111141.92,111197.07,23.12124
2025-07-10 09:50:00+03:00,111197.07,111276.01,111197.06,111258.27,19.03025
2025-07-10 09:55:00+03:00,111258.28,111283.31,111233.34,111233.34,50.05101
2025-07-10 10:00:00+03:00,111233.33,111276.51,111220.88,111249.75,40.73029
2025-07-10 10:05:00+03:00,111249.75,111432.46,111222.21,111432.45,94.22833
2025-07-10 10:10:00+03:00,111432.45,111432.46,111329.79,111394.53,78.07951
2025-07-10 10:15:00+03:00,111394.53,111415.57,111320.0,111372.0,38.79324
2025-07-10 10:20:00+03:00,111371.99,111372.0,111310.0,111336.01,26.27863
2025-07-10 10:25:00+03:00,111336.0,111377.72,111331.11,111363.89,27.28104
2025-07-10 10:30:00+03:00,111363.89,111375.66,111290.0,111349.5,40.76974
2025-07-10 10:35:00+03:00,111349.49,111349.5,111250.0,111250.01,31.19853
2025-07-10 10:40:00+03:00,111250.0,111285.01,111216.68,111277.32,34.05911
2025-07-10 10:45:00+03:00,111277.32,111295.11,111144.08,111255.01,33.27095
2025-07-10 10:50:00+03:00,111255.0,111255.01,111212.3,111224.59,32.19135
2025-07-10 10:55:00+03:00,111224.59,111233.46,111213.72,111230.0,25.21522
2025-07-10 11:00:00+03:00,111229.99,111229.99,111146.92,111146.93,63.63401
2025-07-10 11:05:00+03:00,111146.93,111159.36,111124.61,111125.01,18.13686
2025-07-10 11:10:00+03:00,111125.01,111143.0,111102.78,111123.94,22.84745
2025-07-10 11:15:00+03:00,111123.94,111276.92,111123.94,111276.91,60.30046
2025-07-10 11:20:00+03:00,111276.92,111276.92,111251.99,111263.0,15.5827
2025-07-10 11:25:00+03:00,111263.01,111263.01,111222.68,111260.33,26.2749
2025-07-10 11:30:00+03:00,111260.32,111297.0,111260.32,111274.82,20.86924
2025-07-10 11:35:00+03:00,111274.82,111370.0,111274.81,111349.96,28.93127
2025-07-10 11:40:00+03:00,111349.95,111398.96,111303.46,111386.89,53.9658
2025-07-10 11:45:00+03:00,111386.89,111396.0,111335.05,111335.06,28.65479
2025-07-10 11:50:00+03:00,111335.06,111335.06,111233.0,111243.99,28.38656
2025-07-10 11:55:00+03:00,111244.0,111244.12,111222.74,111233.33,33.48045
2025-07-10 12:00:00+03:00,111233.34,111258.0,111189.6,111189.6,22.74913
2025-07-10 12:05:00+03:00,111189.61,111212.83,111180.31,111180.32,18.82897
2025-07-10 12:10:00+03:00,111180.32,111180.32,111140.0,111160.37,18.64064
2025-07-10 12:15:00+03:00,111160.37,111211.12,111160.36,111200.01,18.45562
2025-07-10 12:20:00+03:00,111200.0,111200.01,111111.45,111115.42,18.45923
2025-07-10 12:25:00+03:00,111115.42,111139.25,111115.41,111130.0,15.3041
2025-07-10 12:30:00+03:00,111130.0,111130.0,111123.32,111127.99,15.00302
2025-07-10 12:35:00+03:00,111127.98,111172.31,111097.11,111130.5,71.37764
2025-07-10 12:40:00+03:00,111130.51,111130.51,111086.27,111086.28,17.65239
2025-07-10 12:45:00+03:00,111086.27,111111.35,111086.27,111086.72,26.95104
2025-07-10 12:50:00+03:00,111086.73,111093.59,111076.76,111084.28,19.32806
2025-07-10 12:55:00+03:00,111084.28,111084.28,111021.57,111041.36,24.2202
2025-07-10 13:00:00+03:00,111041.37,111088.08,111014.7,111014.7,29.67884
2025-07-10 13:05:00+03:00,111014.7,111014.71,111011.0,111011.0,7.43777
2025-07-10 13:10:00+03:00,111011.01,111011.01,110991.16,110991.17,15.3127
2025-07-10 13:15:00+03:00,110991.16,111053.24,110991.16,111024.93,28.93253
2025-07-10 13:20:00+03:00,111024.92,111024.93,110993.25,111009.88,19.9871
2025-07-10 13:25:00+03:00,111009.88,111009.89,111008.4,111009.88,11.08554
2025-07-10 13:30:00+03:00,111009.87,111048.87,111009.87,111048.86,17.59477
2025-07-10 13:35:00+03:00,111048.86,111054.82,111039.86,111046.54,23.89108
2025-07-10 13:40:00+03:00,111046.53,111046.54,110912.0,110944.01,48.5297
2025-07-10 13:45:00+03:00,110944.01,110953.95,110870.33,110903.32,76.95591
2025-07-10 13:50:00+03:00,110903.32,111041.56,110903.31,111035.67,41.30758
2025-07-10 13:55:00+03:00,111035.67,111098.3,111026.84,111088.51,35.36172
2025-07-10 14:00:00+03:00,111088.51,111088.52,111020.0,111054.84,32.34229
2025-07-10 14:05:00+03:00,111054.84,111169.2,111054.84,111125.8,31.48979
2025-07-10 14:10:00+03:00,111125.81,111125.81,111041.17,111081.49,31.17404
2025-07-10 14:15:00+03:00,111081.49,111088.21,111048.52,111080.98,24.16848
2025-07-10 14:20:00+03:00,111080.97,111151.64,111080.97,111112.47,35.76756
2025-07-10 14:25:00+03:00,111112.47,111173.95,111093.12,111165.25,29.18806
2025-07-10 14:30:00+03:00,111165.26,111165.26,111090.0,111090.0,15.81046
2025-07-10 14:35:00+03:00,111090.01,111095.76,111033.52,111033.52,32.11469
2025-07-10 14:40:00+03:00,111033.53,111090.01,111033.52,111085.67,24.20147
2025-07-10 14:45:00+03:00,111085.68,111085.68,111054.28,111054.28,22.95914
2025-07-10 14:50:00+03:00,111054.28,111054.29,110988.92,110988.92,49.4601
2025-07-10 14:55:00+03:00,110988.92,111020.0,110967.0,111019.99,35.00712
2025-07-10 15:00:00+03:00,111019.99,111020.0,110860.94,110892.21,38.17904
2025-07-10 15:05:00+03:00,110892.22,110895.48,110837.08,110871.99,22.23192
2025-07-10 15:10:00+03:00,110871.99,110872.0,110794.46,110812.87,71.32535
2025-07-10 15:15:00+03:00,110812.86,110835.15,110796.07,110835.14,18.18813
2025-07-10 15:20:00+03:00,110835.15,110838.31,110805.12,110805.13,12.89776
2025-07-10 15:25:00+03:00,110805.12,110948.06,110752.35,110921.4,62.15008
2025-07-10 15:30:00+03:00,110921.41,110932.94,110824.89,110854.22,21.68947
2025-07-10 15:35:00+03:00,110854.21,110854.22,110838.23,110853.08,14.20576
2025-07-10 15:40:00+03:00,110853.09,110853.09,110834.33,110835.76,10.84958
2025-07-10 15:45:00+03:00,110835.76,110838.31,110800.0,110838.31,20.83079
2025-07-10 15:50:00+03:00,110838.31,110838.31,110780.0,110820.01,31.59809
2025-07-10 15:55:00+03:00,110820.01,110869.01,110792.96,110869.0,33.51262
2025-07-10 16:00:00+03:00,110869.0,110975.04,110823.24,110911.27,34.6016
2025-07-10 16:05:00+03:00,110911.27,110927.11,110872.59,110872.59,16.13227
2025-07-10 16:10:00+03:00,110872.59,110899.86,110825.54,110899.85,17.31568
2025-07-10 16:15:00+03:00,110899.85,110948.54,110884.0,110937.44,22.89407
2025-07-10 16:20:00+03:00,110937.44,111000.0,110913.52,110965.18,54.14507
2025-07-10 16:25:00+03:00,110965.18,111039.99,110950.26,111039.99,18.72775
2025-07-10 16:30:00+03:00,111039.99,111039.99,110708.62,110708.63,43.92433
2025-07-10 16:35:00+03:00,110708.62,110832.0,110671.72,110772.21,51.22458
2025-07-10 16:40:00+03:00,110772.21,110815.64,110500.0,110798.3,114.81005
2025-07-10 16:45:00+03:00,110798.95,111000.0,110611.09,110629.32,86.60457
2025-07-10 16:50:00+03:00,110629.32,110839.81,110629.32,110829.13,42.31451
2025-07-10 16:55:00+03:00,110829.13,110853.85,110647.45,110800.01,41.5747
2025-07-10 17:00:00+03:00,110801.78,110858.99,110642.3,110839.99,53.0504
2025-07-10 17:05:00+03:00,110840.0,111073.92,110718.16,110990.28,74.02219
2025-07-10 17:10:00+03:00,110990.28,111129.71,110987.73,111095.11,63.61186
2025-07-10 17:15:00+03:00,111095.11,111290.0,111095.11,111290.0,96.09246
2025-07-10 17:20:00+03:00,111289.99,111319.24,111010.47,111035.0,72.24094
2025-07-10 17:25:00+03:00,111035.01,111035.01,110714.28,110872.0,92.31578
2025-07-10 17:30:00+03:00,110871.99,111015.0,110844.0,110972.0,34.87623
2025-07-10 17:35:00+03:00,110972.0,111178.52,110972.0,111129.99,54.43103
2025-07-10 17:40:00+03:00,111130.0,111130.0,111048.53,111059.98,45.91072
2025-07-10 17:45:00+03:00,111059.98,111140.0,110984.32,111140.0,47.49749
2025-07-10 17:50:00+03:00,111140.0,111230.4,111139.99,111209.03,43.64109
2025-07-10 17:55:00+03:00,111209.04,111249.99,111152.41,111247.57,51.99358
2025-07-10 18:00:00+03:00,111247.56,111300.0,111186.49,111227.3,97.58963
2025-07-10 18:05:00+03:00,111227.3,111250.0,111150.0,111185.31,50.12837
2025-07-10 18:10:00+03:00,111185.32,111185.32,110969.51,110994.83,43.97639
2025-07-10 18:15:00+03:00,110994.83,111300.5,110994.83,111300.49,47.56039
2025-07-10 18:20:00+03:00,111300.49,111360.0,111108.22,111202.2,75.00721
2025-07-10 18:25:00+03:00,111202.19,111360.27,111200.22,111331.14,34.66236
2025-07-10 18:30:00+03:00,111331.14,111408.24,111237.43,111277.65,35.89203
2025-07-10 18:35:00+03:00,111277.65,111297.94,111227.39,111267.71,22.11944
2025-07-10 18:40:00+03:00,111267.71,111299.91,111092.0,111178.47,88.65088
2025-07-10 18:45:00+03:00,111179.11,111288.84,111156.84,111288.84,24.24546
2025-07-10 18:50:00+03:00,111288.84,111366.26,111273.82,111366.26,26.10015
2025-07-10 18:55:00+03:00,111366.25,111408.41,111344.62,111408.4,43.67352
2025-07-10 19:00:00+03:00,111408.4,111430.03,111322.32,111374.67,47.71633
2025-07-10 19:05:00+03:00,111374.66,111491.23,111367.01,111426.71,59.30203
2025-07-10 19:10:00+03:00,111426.7,111495.07,111397.2,111472.62,31.18849
2025-07-10 19:15:00+03:00,111472.63,111717.34,111472.62,111715.43,155.60654
2025-07-10 19:20:00+03:00,111715.43,112288.47,111715.42,112288.47,603.26768
2025-07-10 19:25:00+03:00,112288.46,112549.33,112254.79,112376.92,437.46796
2025-07-10 19:30:00+03:00,112376.92,112700.0,112376.92,112643.8,363.25108
2025-07-10 19:35:00+03:00,112643.81,112725.38,112436.71,112695.04,216.15503
2025-07-10 19:40:00+03:00,112695.05,112721.0,112566.5,112637.66,161.34108
2025-07-10 19:45:00+03:00,112637.66,112660.0,112421.89,112517.67,159.37451
2025-07-10 19:50:00+03:00,112517.66,112600.0,112401.56,112590.12,117.89242
2025-07-10 19:55:00+03:00,112590.12,112660.0,112547.99,112643.48,93.82225
2025-07-10 20:00:00+03:00,112643.47,112700.0,112545.95,112699.99,263.84904
2025-07-10 20:05:00+03:00,112700.0,113299.98,112699.99,113292.28,696.26756
2025-07-10 20:10:00+03:00,113292.29,113459.0,113120.49,113433.07,349.60962
2025-07-10 20:15:00+03:00,113433.08,113444.65,113142.37,113246.35,161.36939
2025-07-10 20:20:00+03:00,113246.34,113416.6,113246.34,113401.8,143.40008
2025-07-10 20:25:00+03:00,113401.8,113454.03,113252.97,113454.02,152.90458
2025-07-10 20:30:00+03:00,113454.03,113739.03,113422.09,113587.76,343.567401
2025-07-10 20:35:00+03:00,113587.75,113683.83,113470.66,113640.62,152.30585
2025-07-10 20:40:00+03:00,113640.63,113695.16,113590.75,113619.98,123.80326
2025-07-10 20:45:00+03:00,113619.99,113624.41,113444.99,113510.77,106.97405
2025-07-10 20:50:00+03:00,113510.76,113788.23,113510.76,113752.1,137.84426
2025-07-10 20:55:00+03:00,113752.1,113782.31,113650.0,113722.82,125.48091
2025-07-10 21:00:00+03:00,113722.83,113760.97,113519.03,113588.97,133.5465
2025-07-10 21:05:00+03:00,113588.97,113588.98,113397.6,113411.28,139.86459
2025-07-10 21:10:00+03:00,113411.38,113469.98,113283.83,113348.69,155.60949
2025-07-10 21:15:00+03:00,113348.69,113541.87,113348.69,113520.53,99.85864
2025-07-10 21:20:00+03:00,113520.54,113620.0,113280.0,113280.0,119.13369
2025-07-10 21:25:00+03:00,113280.0,113280.0,113106.09,113182.35,100.07576
2025-07-10 21:30:00+03:00,113182.35,113232.82,113066.51,113192.37,90.05103
2025-07-10 21:35:00+03:00,113192.37,113310.63,113014.38,113086.35,100.57728
2025-07-10 21:40:00+03:00,113086.35,113131.74,113005.45,113059.33,101.52869
2025-07-10 21:45:00+03:00,113059.34,113240.99,112985.64,113216.7,97.58307
